UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temp difference,Power,Wear severity,Load factor
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,10.100000000000023,7459.397596683605,6042.0,0.03943452380952381
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,10.199999999999989,5947.841235359899,4130.099999999999,0.021939092604101925
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,10.300000000000011,9032.571061919718,7223.3,0.04271639690358903
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,10.200000000000045,6114.555085510398,4477.400000000001,0.023067253299811442
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,10.200000000000045,6805.527445716449,5456.0,0.02979011509817197
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,10.300000000000011,5757.523552405431,4548.6,0.023703217334208798
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,10.199999999999989,5591.249525226434,4339.2,0.02152380952380952
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10.300000000000011,7445.323261595522,6877.0,0.03936011904761905
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,10.300000000000011,6516.856968753594,6061.5,0.032395382395382394
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,10.300000000000011,6173.428531838671,5082.7,0.023348017621145377
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,10.300000000000011,6532.879091286903,5642.0,0.026033591731266147
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,10.300000000000011,6012.13916500337,5438.599999999999,0.025550366911274183
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,10.199999999999989,5506.416051603998,4550.400000000001,0.018990384615384617
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10.300000000000011,5773.2734035754265,5562.6,0.026330338631651694
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,10.199999999999989,6937.767552481556,6837.6,0.03221757322175733
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10.199999999999989,7814.523230245396,7957.700000000001,0.03721751412429379
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,10.100000000000023,4649.148720267927,3717.9,0.013300492610837438
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,10.200000000000045,6144.955230421635,7110.0,0.03450920245398773
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,10.200000000000045,5652.102174926468,5504.0,0.021924792861695346
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,10.300000000000011,4860.169498809554,4746.6,0.01849747474747475
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,10.199999999999989,7673.402888246141,8823.199999999999,0.0395007342143906
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,10.099999999999966,6847.28968405817,8167.200000000001,0.03702031602708804
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,10.199999999999989,5818.009682962545,6064.8,0.02345679012345679
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10.199999999999989,6328.832648436246,6307.0,0.022774708410067526
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,10.199999999999989,5186.099264643983,5570.6,0.02093628088426528
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10.300000000000011,5721.468540717731,6089.999999999999,0.0221656050955414
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,10.099999999999966,6354.897395485529,7628.7,0.030610795454545457
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,10.199999999999989,7098.156329422827,8520.4,0.03342696629213483
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,10.199999999999989,5525.935813958303,6316.9,0.023082010582010582
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,10.199999999999989,6639.881737068171,7850.7,0.02902571041948579
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,10.199999999999989,5928.8136558546585,6234.500000000001,0.020059523809523812
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,10.199999999999989,6058.718512080596,7275.6,0.025886287625418062
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,10.100000000000023,5948.417194013058,6954.0,0.023582474226804123
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,10.200000000000045,7337.493329748808,9707.9,0.03610911701363963
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,10.199999999999989,5162.327880231821,5967.0,0.01899441340782123
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,10.100000000000023,7235.339208629582,10165.2,0.038536221060492905
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,10.100000000000023,4521.914217797541,4860.0,0.013674732695554305
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10.199999999999989,8300.33911819652,11877.599999999999,0.04362017804154302
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,10.199999999999989,6659.359611520428,8996.4,0.03058252427184466
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,10.199999999999989,7172.727267043536,10114.6,0.03519713261648746
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,10.200000000000045,5349.901905602154,6562.599999999999,0.01929932390903503
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,10.200000000000045,5560.3571974661345,7102.0,0.02113564668769716
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,10.199999999999989,6999.416072320499,9737.0,0.030973451327433628
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,10.300000000000011,8101.28780766507,12268.8,0.04170337738619677
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,10.300000000000011,8268.776584003457,12251.6,0.04
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,10.300000000000011,5691.246419390198,0.0,0.019675090252707583
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,10.199999999999989,6539.916258830944,85.2,0.029058663028649387
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,10.199999999999989,6073.326917919787,179.0,0.022098765432098762
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,10.199999999999989,6849.446911013635,337.40000000000003,0.03551952837140752
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,10.199999999999989,6008.882380619149,341.09999999999997,0.025033025099075297
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,10.199999999999989,6299.479701076206,444.4,0.027132303559435862
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,10.199999999999989,8781.06562604883,819.0,0.0473328324567994
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,10.0,4989.110933288391,442.5,0.01826625386996904
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,10.099999999999966,5881.878261610026,644.3,0.025573549257759783
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,10.099999999999966,9502.061140047686,1214.1,0.045
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,10.100000000000023,7825.728244043199,1080.2,0.03226018396846255
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,10.099999999999966,5559.927846470145,802.5,0.019407496977025394
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,10.099999999999966,4872.065662991147,723.6,0.01543778801843318
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,10.100000000000023,5367.945119409271,968.9999999999999,0.020352867044738498
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,10.099999999999966,6914.1218317755365,1567.5,0.0341726618705036
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,10.100000000000023,5648.939638321855,1298.5,0.025515818431911967
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,10.100000000000023,6589.80475016995,1616.9,0.030347222222222223
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,10.100000000000023,4317.532671730501,886.2,0.010798362333674514
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,10.100000000000023,4674.689868541612,1091.2,0.013777777777777778
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,10.0,5904.937551687374,1813.0,0.024278215223097113
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,10.0,6303.2915001625615,2019.6000000000001,0.02605263157894737
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,10.0,6203.765844896837,2284.7999999999997,0.028099173553719006
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,10.0,6278.326310542034,2383.6,0.027223719676549865
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9.899999999999977,6869.197056829203,2806.0,0.03225806451612903
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9.899999999999977,4930.415510543822,1795.5,0.01725181598062954
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,10.0,8025.167017668591,3555.5,0.0390435403283369
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,9.899999999999977,4874.704600820162,1782.2,0.0152
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,10.0,7852.442253574224,3549.0,0.03427991886409736
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,10.0,4987.592496839155,2205.0,0.018148148148148146
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,10.100000000000023,4457.35448876627,1825.1999999999998,0.012864211105002748
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,10.0,6663.024802949616,3496.0,0.030013736263736265
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,9.899999999999977,6215.012746596688,3029.5,0.022447724477244774
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,10.0,7248.910888893089,4233.0,0.0358273381294964
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,10.0,6614.832771643548,3784.0,0.029271613342409804
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,10.100000000000023,4123.780180808106,1728.0,0.009361287176986836
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,10.100000000000023,5911.2207369945545,3312.0,0.02295918367346939
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,10.100000000000023,5524.4697373866275,3120.8,0.02089364380113279
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,10.100000000000023,5973.005392515154,3033.6000000000004,0.017506925207756232
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,10.199999999999989,6120.555527478756,4135.6,0.030469314079422386
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,10.299999999999955,7022.632442030528,4810.1,0.03252089136490251
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,10.299999999999955,6866.767558510427,4788.0,0.03171070931849791
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,10.300000000000011,6571.143689807626,4558.2,0.028920570264765785
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,10.299999999999955,5619.9950980067815,4381.8,0.0301123595505618
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,10.399999999999977,6530.491480870174,4972.799999999999,0.03218390804597701
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,10.399999999999977,7341.818255635252,5927.6,0.037244897959183676
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,10.5,5516.762363409821,3653.2999999999997,0.01789044289044289
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10.5,6749.083497706953,5636.400000000001,0.033118279569892474
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,10.5,4538.438995155423,3137.2000000000003,0.014769410391126678
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,10.600000000000023,4169.13430675043,2356.2,0.00878346641615782
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10.5,5841.812483301244,4663.6,0.022718570516911295
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,10.599999999999966,6505.463459396576,5132.2,0.023612823674475952
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,10.699999999999989,4937.9553329124365,3685.6000000000004,0.015574712643678162
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,10.599999999999966,5557.603067906488,4843.8,0.023214285714285715
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10.599999999999966,6737.302525255991,6220.5,0.029411764705882353
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10.599999999999966,5002.200902678348,4015.0,0.01583189407023604
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,10.599999999999966,4280.608486075308,2841.6,0.009018318459370596
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10.599999999999966,6776.98084047083,7065.0,0.03427947598253275
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,10.599999999999966,6051.9012560223055,5563.2,0.02317922735908803
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,10.600000000000023,6450.318036350564,7316.0,0.03616858237547893
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,10.600000000000023,6190.94814687019,6405.599999999999,0.02815734989648033
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,10.600000000000023,6679.738075866714,6688.0,0.027391874180865004
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,10.600000000000023,6710.159164728975,7276.5,0.030350997935306264
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,10.700000000000045,5534.22961856378,6048.0,0.02452316076294278
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,10.600000000000023,6984.849554383354,8636.0,0.038690022848438685
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,10.600000000000023,7215.191127744558,9116.0,0.040769230769230766
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,10.5,6998.1699072345755,7105.0,0.024665856622114218
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,10.599999999999966,5959.056721133215,5876.400000000001,0.019369894982497086
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,10.599999999999966,5011.259161496198,5083.599999999999,0.016854599406528187
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,10.599999999999966,6317.617162662931,7221.9,0.02638888888888889
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10.599999999999966,5418.744672617819,5874.3,0.019913151364764268
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,10.599999999999966,6200.456700635055,7067.000000000001,0.024645161290322584
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,10.599999999999966,5166.349118828415,6175.0,0.021409749670619236
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,10.699999999999989,6065.368216530694,7680.0,0.027624309392265192
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,10.699999999999989,7568.546997444825,8982.199999999999,0.029660474055092888
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,10.699999999999989,6528.983516396451,8212.4,0.028158602150537632
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,10.699999999999989,4946.144417762795,5532.2,0.016362566215420836
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,10.800000000000011,6507.432190792826,8321.4,0.027581612258494335
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,10.800000000000011,8152.338688285906,11510.1,0.041296431172614716
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,10.799999999999955,5599.80512921971,6437.0,0.018438050499119202
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,10.800000000000011,5385.527566293863,6279.0,0.017383720930232556
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,10.799999999999955,6134.085319840215,9008.5,0.029971387696709584
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,10.799999999999955,7560.022809378086,11314.199999999999,0.03731128684399712
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,10.699999999999989,6474.571131636277,0.0,0.026137841352405725
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,10.699999999999989,5398.4185681490935,93.9,0.019004250151791136
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,10.600000000000023,6891.732748130952,224.0,0.030496936691626956
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,10.700000000000045,4743.71065914098,207.2,0.014808461978273298
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,10.599999999999966,4282.776185006285,205.0,0.010275689223057645
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,10.699999999999989,5053.08423169099,360.09999999999997,0.015901262916188288
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,10.699999999999989,6252.460531027478,573.0,0.024440179142674347
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,10.699999999999989,5776.195084743265,547.4000000000001,0.018797431406888502
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,10.700000000000045,6081.662610427314,788.0,0.026729986431478968
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,10.800000000000011,5223.21194585839,717.2,0.02130718954248366
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,10.800000000000011,7162.988329817408,1162.5,0.03161114887831407
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,10.800000000000011,7064.0595771558665,1312.2,0.03501440922190202
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,10.699999999999989,3537.6846553543946,400.20000000000005,0.005637254901960784
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,10.800000000000011,5460.768710347338,1052.8,0.020757097791798105
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,10.800000000000011,6905.932746925179,1536.8000000000002,0.03098012337217272
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,10.800000000000011,6596.84191771399,1509.6,0.02642487046632124
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,10.699999999999989,5367.819455703128,1236.3,0.01960420531849103
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,10.699999999999989,5729.060722963907,1406.3,0.021504702194357364
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,10.699999999999989,6494.719212521299,1904.8999999999999,0.03164285714285714
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,10.799999999999955,5229.809290430929,1488.0,0.019242706393544383
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,10.799999999999955,7259.382864405055,2346.0,0.030524220305242204
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,10.800000000000011,5259.026102109314,1620.0,0.017921146953405017
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,10.699999999999989,5955.3496418019795,2023.6999999999998,0.0206875753920386
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,10.699999999999989,6271.529998434768,2250.9,0.02273567467652495
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,10.799999999999955,7158.872843441205,3080.7,0.034978540772532186
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,10.799999999999955,5433.0075032651175,2257.2000000000003,0.022544495715227424
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,10.699999999999989,5637.996423911851,2495.6000000000004,0.02501704158145876
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,10.699999999999989,5677.716627028738,2456.6,0.02208040842373963
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,10.800000000000011,6084.4481559134965,2826.8,0.025115055884286655
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,10.800000000000011,6150.484433491953,2833.6,0.023057644110275687
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,10.699999999999989,5306.778310443878,2441.1,0.018841463414634146
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,10.699999999999989,7198.058975806982,4015.2,0.03324061196105702
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,10.799999999999955,8133.206389025544,4747.2,0.039232409381663114
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10.799999999999955,8146.935148921731,5060.0,0.04249815225424981
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,10.899999999999977,6647.274951779619,3681.0,0.026353092783505155
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,10.799999999999955,6292.892828479178,3561.8999999999996,0.024410452517527086
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,10.899999999999977,6159.1447572403495,3792.0,0.026527871054398924
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,10.899999999999977,5999.468074633892,3537.8,0.022747321991178324
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,10.800000000000011,6318.62247231208,3831.6000000000004,0.022934648581997535
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10.899999999999977,6399.675562774695,4038.6000000000004,0.023753117206982543
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10.900000000000034,7606.685932259407,5583.6,0.03679715302491103
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10.900000000000034,6210.300357616303,4662.0,0.029745042492917848
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,10.900000000000034,6443.720691778025,4859.0,0.03004891684136967
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,10.800000000000011,6004.023383981596,4301.0,0.024396607958251795
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,10.800000000000011,7614.3723622851885,6072.3,0.037044967880085655
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,10.800000000000011,8037.618196552318,6468.0,0.03785112359550562
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,10.899999999999977,5400.146444108567,3616.2,0.016761687571265678
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,10.899999999999977,4922.582472860871,3350.0,0.015279361459521095
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10.800000000000011,3436.8185872231384,1625.6000000000001,0.0049921996879875195
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11.0,6540.628353165757,5211.599999999999,0.02613195342820181
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,11.0,6710.441908067799,6288.0,0.035955056179775284
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,11.100000000000023,5208.13230112116,3591.0,0.014657980456026058
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,11.0,4804.709916498182,3644.8,0.015654205607476636
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,11.0,6722.547511759631,6265.2,0.03210749646393211
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11.099999999999966,7030.5806714441105,7176.9,0.03858984078847612
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11.0,7900.016438325085,8637.199999999999,0.048358686949559644
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11.099999999999966,7344.101146296859,6989.0,0.03312714776632303
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,11.099999999999966,8080.008753424755,8055.599999999999,0.03892045454545454
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,11.099999999999966,7140.0023435686435,7005.0,0.03198630136986302
